practice_code,icb_code,year_month,practice_name,antibiotic_items,antibiotic_quantity,antibiotic_nic,total_all_items,abx_rate_per_1000,cost_per_item,cost_per_quantity
C83073,QJM,202511,CLIFF HOUSE MEDICAL PRACTICE,301,3240,839.0199999999998,14566,20.664561307153644,2.787441860465115,0.25895679012345674
C83074,QJM,202511,WILLINGHAM-BY-STOW SURGERY,243,2219,921.37,14654,16.5825030708339,3.791646090534979,0.41521856692203696
C83075,QJM,202511,VINE STREET SURGERY,650,4130,2019.12,22301,29.146675036993855,3.1063384615384613,0.4888910411622276
C83078,QJM,202511,BRANT ROAD & SPRINGCLIFFE SURGERY,426,4783,1881.4500000000007,19995,21.305326331582897,4.41654929577465,0.393361906753084
C83079,QJM,202511,GLEBE PARK SURGERY,425,6162,2485.86,13166,32.28011544888349,5.849082352941177,0.40341772151898736
C83080,QJM,202511,THE HARROWBY LANE SURGERY,314,3757,825.9800000000001,13000,24.153846153846153,2.630509554140128,0.21985094490284804
C83082,QJM,202511,BIRCHWOOD MEDICAL PRACTICE,646,5670,3407.0899999999997,22424,28.808419550481627,5.274133126934984,0.6008977072310405
C83083,QJM,202511,THE NEW CONINGSBY SURGERY,236,3824,1027.64,19799,11.919793928986312,4.354406779661017,0.2687343096234309
C83085,QJM,202511,JAMES STREET FAMILY PRACTICE,353,4353,3125.450000000001,38603,9.1443670181074,8.853966005665725,0.717999081093499
C83611,QJM,202511,THE BASSINGHAM SURGERY,265,3402,1379.2800000000002,12783,20.73065790503012,5.204830188679246,0.4054320987654322
C83613,QJM,202511,CAISTOR HEALTH CENTRE,366,4697,1370.83,14389,25.43609701855584,3.745437158469945,0.2918522461145412
C83614,QJM,202511,SUTTERTON SURGERY,309,2738,909.6100000000006,14324,21.572186540072604,2.9437216828478983,0.33221694667640633
C83617,QJM,202511,ABBEYVIEW SURGERY,533,3361,2774.5799999999995,20382,26.150524973015404,5.205590994371481,0.8255221660220171
C83626,QJM,202511,BRAYFORD MEDICAL PRACTICE,361,5670,1487.84,14417,25.039883470902407,4.121440443213297,0.2624056437389771
C83634,QJM,202511,TASBURGH LODGE SURGERY,297,2107,1754.729999999999,14596,20.34804055905728,5.9081818181818155,0.8328096820123394
C83635,QJM,202511,WOODHALL SPA NEW SURGERY,189,3432,1016.69,13769,13.726487036095577,5.379312169312169,0.29623834498834495
C83641,QJM,202511,TRENT VALLEY SURGERY,311,2364,793.3200000000002,11328,27.454096045197737,2.550868167202573,0.33558375634517773
C83643,QJM,202511,BINBROOK SURGERY,102,2964,1260.5300000000002,8225,12.401215805471123,12.358137254901962,0.4252800269905534
C83649,QJM,202511,MARKET CROSS SURGERY,181,2824,1343.6700000000003,9809,18.45244163523295,7.4235911602209965,0.4758038243626063
C83650,QJM,202511,THE WRAGBY SURGERY,224,2966,801.7699999999998,11147,20.095092850094193,3.579330357142856,0.27032029669588664
C84001,QT1,202511,LARWOOD SURGERY,1750,9561,7501.979999999999,69044,25.34615607438735,4.286845714285714,0.7846438657044241
C84004,QT1,202511,ST ALBANS MEDICAL CENTRE,351,4600,2884.290000000001,15901,22.0740833909817,8.21735042735043,0.6270195652173914
C84005,QT1,202511,VILLAGE HEALTH GROUP,1173,7462,9104.95,43480,26.97792088316467,7.762105711849958,1.220175556151166
C84008,QT1,202511,TUXFORD MEDICAL CENTRE,296,3910,880.3300000000002,11548,25.632144094215448,2.974087837837838,0.22514833759590797
C84009,QT1,202511,BARNBY GATE SURGERY,740,7626,5118.169999999999,23338,31.707944125460624,6.916445945945945,0.671147390506163
C84010,QT1,202511,TRENTSIDE MEDICAL GROUP,505,8049,3749.479999999998,28704,17.593366778149388,7.424712871287126,0.4658317803453843
C84011,QT1,202511,ELMSWOOD SURGERY,295,5158,2213.09,11772,25.05946313285763,7.502000000000001,0.4290597130670803
C84012,QT1,202511,WILLOWBROOK MEDICAL PRACTICE,636,7209,3531.5299999999984,26760,23.76681614349776,5.552720125786161,0.4898779303648215
C84013,QT1,202511,KINGFISHER FAMILY PRACTICE,724,6686,3403.9199999999996,33001,21.938729129420324,4.701546961325966,0.5091115764283577
C84014,QT1,202511,WOODLANDS MEDICAL PRACTICE,457,5831,2851.290000000001,22204,20.58187713925419,6.2391466083151,0.4889881666952497
C84016,QT1,202511,OAKWOOD SURGERY,746,7027,5653.059999999999,39771,18.757386035050665,7.5778284182305615,0.8044770172192968
C84017,QT1,202511,BELVOIR HEALTH GROUP,692,7548,8997.89,47942,14.434107880355429,13.002731213872831,1.1920892951775304
C84018,QT1,202511,THE FAMILY MEDICAL CENTRE,469,4624,1754.3400000000006,22056,21.26405513239028,3.7405970149253744,0.37939878892733575
C84019,QT1,202511,FOUNTAIN MEDICAL CENTRE,301,5335,1571.870000000001,21415,14.055568526733598,5.222159468438542,0.2946335520149955
C84020,QT1,202511,CHURCHSIDE MEDICAL PRACTICE,289,4157,2483.53,13115,22.035836828059473,8.593529411764706,0.5974332451286987
C84021,QT1,202511,MIDDLETON LODGE PRACTICE,690,5299,2786.4500000000003,35309,19.541759891245857,4.038333333333334,0.5258444989620684
C84023,QT1,202511,THE UNIV OF NOTTINGHAM HEALTH SERV,426,4484,2057.59,8075,52.755417956656345,4.830023474178404,0.4588737734165923
C84024,QT1,202511,NEWGATE MEDICAL GROUP,777,12190,4712.420000000001,67439,11.52152315425792,6.064890604890606,0.3865808039376538
C84025,QT1,202511,EAST BRIDGFORD MED CENTRE,357,4366,1320.4500000000005,17895,19.949706621961443,3.69873949579832,0.3024393037104902
C84026,QT1,202511,STENHOUSE MEDICAL CENTRE,349,4662,1308.5400000000002,20526,17.00282568449771,3.7493982808022928,0.28068211068211074
C84028,QT1,202511,THE RUDDINGTON MED CENTRE,349,3576,1301.91,11111,31.410314103141033,3.7304011461318054,0.3640687919463088
C84029,QT1,202511,LOMBARD MEDICAL CENTRE,785,7983,5054.750000000001,40210,19.522506839094753,6.439171974522294,0.63318927721408
C84030,QT1,202511,THE OAKS MEDICAL CENTRE,359,6790,3302.130000000001,16848,21.308167141500473,9.198133704735378,0.4863225331369662
C84032,QT1,202511,EASTWOOD PRIMARY CARE CENTRE,600,7159,4993.280000000001,38348,15.646187545634714,8.322133333333335,0.6974828886716022
C84033,QT1,202511,WESTDALE LANE SURGERY,231,4243,839.9200000000003,13747,16.803666254455518,3.6360173160173175,0.1979542776337498
C84034,QT1,202511,CHURCHFIELDS MEDICAL PRACTICE,238,4008,1563.5199999999995,16081,14.800074622224988,6.5694117647058805,0.3900998003992015
C84035,QT1,202511,CROWN HOUSE SURGERY,295,5540,2015.21,21897,13.472165136776727,6.831220338983051,0.3637563176895307
C84036,QT1,202511,FOREST MEDICAL,573,8021,5467.470000000001,40623,14.10530979986707,9.541832460732987,0.6816444333624238
C84037,QT1,202511,ABBEY MEDICAL GROUP,426,5881,1989.98,24996,17.042726836293806,4.6713145539906105,0.33837442611800717
C84039,QT1,202511,DERBY ROAD HEALTH CENTRE,187,3371,4172.59,13095,14.280259641084385,22.31331550802139,1.2377899733016908
C84042,QT1,202511,SAXON CROSS SURGERY,244,4742,3244.7099999999987,9191,26.547709716026542,13.297991803278682,0.6842492619148036
C84043,QT1,202511,LEEN VIEW SURGERY,404,9728,5449.500000000001,24414,16.54788236257885,13.488861386138616,0.5601870888157896
C84044,QT1,202511,DEER PARK FAMILY MEDICAL PRACTICE,390,6275,1907.3300000000008,12918,30.190431955411057,4.890589743589746,0.3039569721115539
C84045,QT1,202511,COLLINGHAM MEDICAL CENTRE,347,4048,2337.9200000000005,18513,18.743585588505372,6.737521613832855,0.5775494071146247
C84046,QT1,202511,CLIFTON MEDICAL PRACTICE,319,3736,1195.8300000000004,17440,18.291284403669724,3.7486833855799384,0.32008297644539624
C84047,QT1,202511,THE CALVERTON PRACTICE,337,4536,4302.009999999998,23067,14.609615467984566,12.765608308605335,0.948414902998236
C84049,QT1,202511,SOUTHWELL MEDICAL CENTRE,658,7779,4090.389999999998,24657,26.68613375512025,6.21639817629179,0.5258246561254657
C84051,QT1,202511,ORCHARD MEDICAL PRACTICE,952,8078,4663.670000000002,37653,25.28350994608663,4.898813025210086,0.5773297846001488
C84053,QT1,202511,TORKARD HILL MEDICAL CTRE,678,5376,4363.769999999999,30238,22.42211786493816,6.436238938053095,0.8117131696428569
C84055,QT1,202511,HIGHCROFT SURGERY,639,5699,2625.2999999999997,15864,40.27987897125567,4.108450704225351,0.46065976487102994
C84057,QT1,202511,PLEASLEY SURGERY,207,2225,593.8199999999999,8314,24.897762809718547,2.868695652173913,0.2668853932584269
C84059,QT1,202511,SHERWOOD MEDICAL PARTNERSHIP,464,6573,3215.9699999999984,27531,16.853728524209075,6.930969827586203,0.4892697398448195
C84060,QT1,202511,RIVERGREEN MEDICAL CENTRE,339,5816,3720.46,15174,22.340846184262553,10.97480825958702,0.6396939477303988
C84061,QT1,202511,KING'S MEDICAL CENTRE,403,5349,1271.4300000000003,19474,20.69425901201602,3.1549131513647657,0.23769489624228837
C84063,QT1,202511,GREENDALE PRIMARY CARE CENTRE,251,3360,1486.9999999999998,14868,16.881894000538068,5.924302788844621,0.44255952380952374
C84064,QT1,202511,PARKSIDE MEDICAL CENTRE,357,4850,1465.1600000000003,17174,20.787236520321414,4.1040896358543435,0.30209484536082487
C84065,QT1,202511,ABBEY MEDICAL CENTRE,241,2982,1076.14,7662,31.453928478204123,4.465311203319502,0.360878604963112
C84066,QT1,202511,DAYBROOK MEDICAL PRACTICE,335,3593,1539.38,18120,18.4878587196468,4.5951641791044775,0.4284386306707487
C84067,QT1,202511,ASHFIELD HOUSE (ANNESLEY),225,4997,1481.3999999999996,13374,16.82368775235532,6.583999999999999,0.2964578747248348
C84069,QT1,202511,ROUNDWOOD SURGERY,477,5591,5057.190000000001,29097,16.393442622950822,10.602075471698116,0.9045233410838852
C84072,QT1,202511,THE WELLSPRING SURGERY,324,5203,1047.7000000000005,15328,21.137787056367433,3.2336419753086427,0.20136459734768408
C84074,QT1,202511,FAMILY MEDICAL CENTRE (KIRKBY),206,3043,1031.09,11710,17.591801878736124,5.005291262135923,0.33883996056523175
C84076,QT1,202511,KIRKBY HEALTH CENTRE,157,2697,421.00000000000006,8320,18.870192307692307,2.6815286624203827,0.1560993696700037
C84077,QT1,202511,BRIERLEY PARK MEDICAL GROUP,771,6602,3820.4299999999994,40153,19.201554055736807,4.955162127107652,0.5786776734322931
C84078,QT1,202511,HUCKNALL ROAD MEDICAL CENTRE,558,7477,4580.9299999999985,21950,25.42141230068337,8.209551971326162,0.6126695198609066
C84080,QT1,202511,THE MANOR SURGERY,322,8590,2767.699999999999,16991,18.951209463833795,8.595341614906829,0.32220023282887067
C84081,QT1,202511,JOHN RYLE MEDICAL PRACTICE,226,3295,963.6800000000004,13869,16.295334919604873,4.264070796460178,0.29246737481031876
C84084,QT1,202511,RADCLIFFE-ON-TRENT. HEALTH CENTRE,356,5299,1498.68,14517,24.52297306606048,4.209775280898876,0.28282317418380826
C84085,QT1,202511,VICTORIA AND MAPPERLEY PRACTICE,333,4783,2721.6699999999996,16584,20.07959479015919,8.173183183183182,0.5690298975538364
C84086,QT1,202511,ST GEORGES MED PRACTICE,629,6337,3009.54,20580,30.563654033041782,4.784642289348172,0.4749155751933091
C84087,QT1,202511,RAINWORTH HEALTH CENTRE,190,4334,1361.7100000000005,12216,15.553372626064178,7.166894736842107,0.3141924319335488
C84090,QT1,202511,MUSTERS MEDICAL PRACTICE,396,4785,1515.0399999999993,10376,38.16499614494988,3.825858585858584,0.3166227795193311
C84091,QT1,202511,ASPLEY MEDICAL CENTRE,211,4097,1352.9799999999996,15442,13.6640331563269,6.4122274881516566,0.3302367586038564
C84092,QT1,202511,BRIDGEWAY PRACTICE,83,2640,961.15,6628,12.52263126131563,11.580120481927713,0.36407196969696975
C84094,QT1,202511,RIVERSIDE HEALTH CENTRE,1109,11245,6741.910000000001,51210,21.65592657684046,6.0792696122633005,0.5995473543797244
C84095,QT1,202511,OAKENHALL MEDICAL PRACT,283,3096,975.2600000000002,12082,23.423274292335705,3.446148409893994,0.3150064599483205
C84101,QT1,202511,BAWTRY AND BLYTH MEDICAL,118,2679,1054.0300000000002,7230,16.320885200553253,8.932457627118646,0.3934415826801046
C84105,QT1,202511,FAIRFIELDS PRACTICE,199,7025,1266.63,12568,15.83386378103119,6.3649748743718595,0.1803032028469751
C84106,QT1,202511,MILLVIEW SURGERY,215,3652,918.4500000000004,16268,13.216129825424144,4.271860465116281,0.2514923329682367
C84107,QT1,202511,THE LINDEN MEDICAL GROUP,124,2579,1040.4600000000005,10459,11.855817955827517,8.390806451612905,0.4034354400930594
C84112,QT1,202511,BRAMCOTE SURGERY,70,1562,477.41,3915,17.879948914431672,6.820142857142857,0.30564020486555693
C84113,QT1,202511,MAJOR OAK MEDICAL PRACTICE,326,3039,1086.92,13632,23.914319248826292,3.334110429447853,0.35765712405396516
C84115,QT1,202511,PLAINS VIEW SURGERY,498,6331,2078.1099999999988,10686,46.60303200449186,4.172911646586343,0.32824356341810124
C84116,QT1,202511,MELBOURNE PARK MEDICAL CENTRE,297,3115,1243.4600000000005,15491,19.1724226970499,4.1867340067340075,0.39918459069020873
C84117,QT1,202511,RADFORD MEDICAL PRACTICE (KAUR),417,3727,2845.3000000000006,7726,53.973595651048406,6.823261390887292,0.763429031392541
C84120,QT1,202511,CHILWELL VALLEY AND MEADOWS PRACTICE,658,4952,2390.1000000000004,21158,31.099347764438985,3.6323708206686938,0.48265347334410347
C84122,QT1,202511,WOLLATON PARK MEDICAL CENTRE,366,5428,1995.8900000000008,13525,27.06099815157117,5.453251366120221,0.3677026529108329
C84123,QT1,202511,BILSTHORPE SURGERY,261,5427,1470.4899999999998,9786,26.670754138565297,5.6340613026819915,0.27095817210245066
C84129,QT1,202511,RISE PARK SURGERY,371,5955,3079.69,15002,24.73003599520064,8.301051212938006,0.5171603694374476
C84131,QT1,202511,NEWTHORPE MEDICAL PRACTICE,538,7681,2658.460000000001,14723,36.54146573388576,4.941375464684016,0.3461085796120298
C84136,QT1,202511,ST. LUKE'S SURGERY,149,2257,355.41000000000014,8124,18.340718857705564,2.3853020134228196,0.15747009304386358
C84140,QT1,202511,LOWMOOR ROAD SURGERY,209,4826,1170.61,11520,18.14236111111111,5.601004784688996,0.24256319933692505
C84142,QT1,202511,SELSTON SURGERY,217,2168,816.65,11347,19.123997532387417,3.763364055299539,0.3766835793357934
C84144,QT1,202511,THE MEADOWS HEALTH CENTRE,160,3470,502.3999999999999,6506,24.59268367660621,3.1399999999999997,0.14478386167146973
C84150,QT1,202511,UNITY SURGERY,157,3597,1063.59,6363,24.673895961024673,6.774458598726114,0.2956880733944954
C84151,QT1,202511,THE MEDICAL CENTRE - ZULU ROAD,64,1384,487.68000000000006,3717,17.218186709712132,7.620000000000001,0.35236994219653184
C84605,QT1,202511,CASTLE HEALTHCARE PRACTICE,626,5307,2186.1000000000004,26920,23.25408618127786,3.492172523961662,0.4119276427360091
C84613,QT1,202511,JUBILEE PARK MEDICAL PARTNERSHIP,430,5416,1520.9299999999996,19344,22.229114971050457,3.537046511627906,0.28082163958641054
C84619,QT1,202511,TUDOR HOUSE MEDICAL PRACTICE,168,4522,929.2500000000002,7682,21.869304868523823,5.531250000000002,0.20549535603715177
C84621,QT1,202511,WEST BRIDGFORD MEDICAL CENTRE,205,2922,679.9700000000001,6495,31.56274056966898,3.316926829268293,0.2327070499657769
C84624,QT1,202511,HAMA MEDICAL CENTRE,92,3356,640.6300000000001,7471,12.314281889974568,6.963369565217392,0.19089094159713949
C84628,QT1,202511,SHERWOOD RISE MEDICAL CENTRE,169,2628,495.6100000000001,9203,18.36357709442573,2.932603550295859,0.18858828006088285
C84629,QT1,202511,"HEALTH CARE COMPLEX, KIRKBY",250,4364,1453.38,9495,26.32964718272775,5.8135200000000005,0.33303849679193404
C84637,QT1,202511,SANDY LANE SURGERY,366,4667.5,1583.6299999999997,18082,20.241123769494525,4.326857923497267,0.3392886984467059
C84646,QT1,202511,THE IVY MEDICAL GROUP,294,3713,972.7900000000002,10314,28.504944735311227,3.3088095238095243,0.2619956908160518
C84654,QT1,202511,JACKSDALE MEDICAL CENTRE,210,4071,1304.3499999999997,10071,20.85195114685731,6.211190476190475,0.320400393023827
C84656,QT1,202511,HILL VIEW SURGERY,473,3443,1529.5900000000006,16964,27.88257486441877,3.233805496828754,0.4442608190531515
C84658,QT1,202511,MEDEN MEDICAL SERVICES,460,7528,3593.059999999999,23674,19.43059896933345,7.810999999999998,0.47729277364505834
C84660,QT1,202511,HOUNSFIELD SURGERY,248,3158,1103.4499999999998,9733,25.480324668653033,4.4493951612903215,0.3494141861937935
C84664,QT1,202511,WELBECK SURGERY,116,3133,761.88,5894,19.68103155751612,6.567931034482759,0.2431790616022981
C84667,QT1,202511,GILTBROOK SURGERY,274,3932,2176.7400000000007,9806,27.942076279828676,7.944306569343068,0.553596134282808
C84676,QT1,202511,GREENFIELDS MEDICAL PRACTICE,231,2478,1759.88,10694,21.60089769964466,7.618528138528138,0.7102017756255044
C84679,QT1,202511,ACORN MEDICAL PRACTICE,122,3101,1262.8700000000003,7237,16.85781401133066,10.351393442622951,0.40724604966139966
C84682,QT1,202511,SHERRINGTON PARK MEDICAL PRACTICE,92,1394,678.22,4286,21.465235650956604,7.371956521739131,0.4865279770444764
C84683,QT1,202511,THE WINDMILL PRACTICE,241,2938,1138.6,18645,12.925717350496113,4.724481327800831,0.3875425459496256
C84691,QT1,202511,HIGH GREEN MEDICAL PRACTICE,118,4200,3398.3000000000006,9820,12.016293279022404,28.799152542372887,0.8091190476190477
C84692,QT1,202511,NORTH LEVERTON SURGERY,123,1987,554.5600000000001,9390,13.099041533546323,4.508617886178862,0.27909411172622045
C84693,QT1,202511,BAKERSFIELD MEDICAL CENTRE,88,3672,760.8399999999998,6513,13.51143866113926,8.645909090909088,0.20720043572984745
C84694,QT1,202511,LIME TREE SURGERY,137,2635,723.7000000000002,5752,23.81780250347705,5.282481751824819,0.2746489563567363
C84695,QT1,202511,THE ALICE MEDICAL CENTRE,105,1636,577.0999999999999,6194,16.9518889247659,5.496190476190475,0.35275061124694373
C84696,QT1,202511,WEST OAK SURGERY,185,3170,1718.1999999999996,5826,31.75420528664607,9.287567567567566,0.5420189274447949
C84703,QT1,202511,THE GAMSTON MEDICAL CTR.,124,3592,1083.0700000000008,8008,15.484515484515484,8.734435483870975,0.3015228285077953
C84704,QT1,202511,JRB HEALTHCARE BEECHDALE SURGERY,486,4838,2272.3599999999988,16362,29.7029702970297,4.675637860082302,0.4696899545266637
C84705,QT1,202511,HICKINGS LANE MEDICAL CTR,314,3985,1613.96,10069,31.18482470950442,5.14,0.40500878293601006
C84714,QT1,202511,SUNRISE MEDICAL PRACTICE,130,1813,443.80000000000007,1007,129.09632571996028,3.4138461538461544,0.24478764478764484
C85001,QF7,202511,GOLDTHORPE MEDICAL CENTRE PMS PRACTICE,167,2365,935.87,10251,16.2910935518486,5.604011976047904,0.3957167019027484
C85003,QF7,202511,ASHVILLE MEDICAL CENTRE PMS PRACTICE,668,6557,2266.4800000000005,28469,23.46411886613509,3.392934131736528,0.34565807533933207
C85004,QF7,202511,PENISTONE GROUP PMS PRACTICE,425,6379,3132.209999999999,41755,10.178421745898696,7.369905882352939,0.49101896849035886
C85005,QF7,202511,ROYSTON GROUP PRACTICE,260,3846,1002.61,14213,18.293111939773446,3.856192307692308,0.26068902756110246
C85006,QF7,202511,WOODLAND DRIVE MEDICAL CENTRE,192,3935,1678.8099999999993,14199,13.52207901964927,8.74380208333333,0.4266353240152475
C85007,QF7,202511,THE DOVE VALLEY PMS PRACTICE,388,5918,1360.5099999999998,27875,13.919282511210763,3.506469072164948,0.2298935451165934
C85008,QF7,202511,WALDERSLADE SURGERY,622,6433,4413.929999999999,36193,17.185643632746665,7.096350482315112,0.6861386600341985
C85009,QF7,202511,THE KAKOTY PRACTICE,211,3651,784.78999999999985,15092,13.980917042141533,3.7193838862559234,0.2149520679265954
C85010,QF7,202511,HILL BROW SURGERY PMS PRACTICE,742,6774,4064.26,45234,16.40359021974621,5.477439353099731,0.5999793327428403
C85013,QF7,202511,WOMBWELL GMS PRACTICE,436,5095,3750.659999999999,28068,15.533703862049308,8.602431192660548,0.7361452404317956
C85014,QF7,202511,THE ROSE TREE PMS PRACTICE,439,5766,4360.7300000000005,26055,16.848973325657266,9.933325740318908,0.7562833853624698
C85016,QF7,202511,GARLAND HOUSE SURGERY,446,7026,4042.39,28079,15.883756544036467,9.06365470852018,0.5753472815257614
C85017,QF7,202511,BURLEIGH MEDICAL CENTRE,579,6971,2374.6600000000003,33000,17.545454545454543,4.101312607944733,0.34064840051642525
C85018,QF7,202511,GRIMETHORPE SURGERY,368,5880,2924.0500000000015,20370,18.065783014236622,7.945788043478265,0.49728741496598666
C85019,QF7,202511,THE GROVE MEDICAL PRACTICE,433,4757,3053.7600000000016,29880,14.491298527443108,7.052563510392614,0.6419508093336139
C85020,QF7,202511,HUDDERSFIELD ROAD SURGERY,453,6539,2409.34,30301,14.950001650110556,5.318631346578367,0.3684569506040679
C85022,QF7,202511,HOYLAND MEDICAL PRACTICE,430,6570,2264.8200000000006,31421,13.68511505044397,5.267023255813955,0.3447214611872147
C85023,QF7,202511,HOLLYGREEN PRACTICE,554,7457,4258.8499999999995,29198,18.973902322076857,7.687454873646208,0.5711210942738366
C85024,QF7,202511,HIGH STREET PRACTICE,309,4662,1274.1500000000003,13338,23.16689158794422,4.123462783171522,0.2733054483054484
C85028,QF7,202511,LUNDWOOD MEDICAL CENTRE PMS PRACTICE,99,1285,299.8500000000001,7965,12.429378531073446,3.0287878787878797,0.23334630350194557
C85030,QF7,202511,WOMBWELL MEDICAL CENTRE  PRACTICE,368,6663,1849.83,26580,13.844996237772762,5.026711956521739,0.2776271949572265
C85033,QF7,202511,VICTORIA MEDICAL CENTRE PMS PRACTICE,402,5087,1448.84,21362,18.81846269075929,3.6040796019900494,0.28481226656182423
C85614,QF7,202511,DARTON HEALTH CENTRE PRACTICE,173,3919,1175.4999999999998,8764,19.73984481971702,6.79479768786127,0.2999489665731053
C85619,QF7,202511,ST GEORGE'S MEDICAL CENTRE PMS PRACTICE,481,4175,1685.5,20100,23.930348258706463,3.504158004158004,0.4037125748502994
C85622,QF7,202511,MONK BRETTON HEALTH CENTRE PRACTICE,118,2288,1441.58,5761,20.48255511195973,12.216779661016949,0.6300611888111888
C85623,QF7,202511,KINGSWELL SURGERY  PMS PRACTICE,180,3303,593.7700000000001,10010,17.982017982017982,3.2987222222222226,0.1797668785952165
C86001,QF7,202511,GREAT NORTH MEDICAL GROUP,630,6304,2083.8199999999993,38126,16.524156743429682,3.3076507936507924,0.33055520304568514
C86002,QF7,202511,THE RANSOME PRACTICE,434,4753,8184.06,17689,24.535021764938666,18.857281105990783,1.7218725015779508
C86003,QF7,202511,HATFIELD HEALTH CENTRE,275,4778,2347.6600000000008,20207,13.609145345672292,8.536945454545457,0.4913478442863125
C86005,QF7,202511,MEXBOROUGH HEALTH CENTRE,248,3448,607.1300000000001,12570,19.729514717581544,2.448104838709678,0.17608178654292347
C86006,QF7,202511,REGENT SQUARE GROUP PRACTICE,312,4424,1929.77,20436,15.267175572519085,6.185160256410257,0.4362047920433997
C86007,QF7,202511,THE BURNS PRACTICE,687,6534,4438.860000000001,35730,19.227539882451723,6.461222707423581,0.6793480257116622
C86009,QF7,202511,THE MAYFLOWER MEDICAL PRACTICE,222,3527,2080.3599999999997,15870,13.988657844990549,9.37099099099099,0.5898383895662035
C86011,QF7,202511,MOUNT GROUP PRACTICE,489,5727,2949.7900000000004,26388,18.531150522964985,6.032290388548058,0.515067225423433
C86012,QF7,202511,THE OAKWOOD SURGERY,236,6007,1533.28,10995,21.464301955434287,6.496949152542372,0.25524887631097054
C86013,QF7,202511,THE TICKHILL & COLLIERY MEDICAL PRACTICE,410,4326,2789.7800000000007,20416,20.08228840125392,6.8043414634146355,0.6448867313915859
C86015,QF7,202511,THE ROSSINGTON PRACTICE,220,4279,1162.3199999999997,18801,11.701505239083026,5.283272727272725,0.2716335592428136
C86016,QF7,202511,THE LAKESIDE PRACTICE,434,6268,2140.04,18193,23.8553289726818,4.930967741935484,0.3414231014677728
C86017,QF7,202511,KINGTHORNE GROUP PRACTICE,405,4449,1771.9100000000003,23640,17.131979695431472,4.375086419753088,0.3982715216902676
C86018,QF7,202511,NORTHFIELD SURGERY,288,4109,2304.69,19462,14.798068030007194,8.002395833333333,0.560888293988805
C86019,QF7,202511,THE SCOTT PRACTICE,646,5529,3176.249999999999,29966,21.55776546752987,4.916795665634673,0.5744709712425392
C86020,QF7,202511,ST.JOHNS GROUP PRACTICE,321,5196,2584.8,18306,17.535234349393644,8.052336448598131,0.4974595842956121
C86021,QF7,202511,WHITE HOUSE FARM MEDICAL CENTRE,453,3219,987.26,16410,27.60511882998172,2.179381898454746,0.3066977322149736
C86023,QF7,202511,DON VALLEY HEALTHCARE,588,8230,3623.660000000001,24390,24.108241082410824,6.162687074829934,0.4402989064398544
C86024,QF7,202511,CONISBROUGH GROUP PRACTICE,618,7959,11443.669999999993,25108,24.613668950135416,18.51726537216827,1.4378276165347397
C86025,QF7,202511,FRANCES STREET MEDICAL CENTRE,208,5035,1230.13,9302,22.360782627391956,5.914086538461538,0.24431578947368415
C86026,QF7,202511,EDLINGTON HEALTH CENTRE PRACTICE,202,4842,600.97,9351,21.601967703988876,2.9750990099009904,0.12411606774060306
C86029,QF7,202511,ST VINCENT MEDICAL CENTRE,425,5307,3426.26,23432,18.13758962103107,8.061788235294118,0.6456114565667986
C86032,QF7,202511,SCAWSBY HEALTH CENTRE PRACTICE,276,4314,1156.6699999999998,10982,25.132034237843747,4.190833333333333,0.26812007417709777
C86033,QF7,202511,THE NAYAR PRACTICE,263,4531,1405.5800000000002,10910,24.106324472960587,5.344410646387833,0.31021408077687046
C86034,QF7,202511,THE NEW SURGERY,329,5842,1972.7000000000005,21878,15.037937654264558,5.996048632218846,0.3376754536117768
C86037,QF7,202511,FIELD ROAD SURGERY,330,3989,1274.94,18026,18.306890047708865,3.8634545454545455,0.31961393833040863
C86038,QF7,202511,PETERSGATE MEDICAL CENTRE,509,5271,3051.4999999999995,20044,25.394132907603275,5.9950884086444,0.5789224056156326
C86605,QF7,202511,ASKERN MEDICAL PRACTICE,394,6212,2787.2099999999996,12615,31.232659532302815,7.0741370558375625,0.44868158403090785
C86609,QF7,202511,ASA MEDICAL GROUP,874,9205,5281.170000000001,36874,23.70233769051364,6.042528604118994,0.5737284084736557
C86611,QF7,202511,DUNSVILLE MEDICAL CENTRE,315,4729,1261.4200000000003,15367,20.498470749007613,4.004507936507937,0.26674138295622757
C86614,QF7,202511,THORNE MOOR MEDICAL PRACTICE,461,6667,2578.64,25660,17.965705378020267,5.593579175704989,0.3867766611669417
C86616,QF7,202511,DENABY MEDICAL PRACTICE,122,3821,454.9800000000001,6704,18.198090692124104,3.729344262295083,0.11907354095786446
C86621,QF7,202511,WEST END CLINIC,266,4580,1124.3499999999992,10801,24.627349319507452,4.2268796992481175,0.2454912663755457
C86625,QF7,202511,CONISBROUGH MEDICAL PRACTICE,61,3082,1575.62,2509,24.31247508967716,25.82983606557377,0.5112329656067488
C86626,QF7,202511,PARK VIEW SURGERY,103,2564,409.33,4938,20.858647225597405,3.974077669902913,0.15964508580343212
C87002,QF7,202511,DINNINGTON GROUP PRACTICE,758,6042,3821.4,47021,16.120456817166797,5.041424802110818,0.6324726911618669
C87003,QF7,202511,WOODSTOCK BOWER GROUP PRACTICE,406,5750,2197.25,22991,17.659083989387153,5.411945812807882,0.3821304347826087
C87004,QF7,202511,KIVETON PARK MEDICAL PRACTICE,583,6666,2264.539999999999,30993,18.810699190139708,3.8842881646655214,0.3397149714971496
